"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Uzmanību</strong>: Captcha ir reģistrjūtīgs."
"After number of attempts to login","Pēc noteikta pieslēgšanās mēģinājumu skaita"
"Always","Vienmēr"
"CAPTCHA Timeout (minutes)","CAPTCHA taimauts (minūtes)"
"Case Sensitive","Reģistrjūtīgs"
"Displaying Mode","Attēlošanas veids"
"Enable CAPTCHA in Admin","Ieslēgt CAPTCHA administrācijas panelim"
"Font","Fonts"
"Forms","Formas"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Ja ir norādīts 0, Tad CAPTCHA Pieslēgšanās formā būs vienmēr pieejama."
"Incorrect CAPTCHA.","Kļūdains CAPTCHA."
"Number of Symbols","Simbolu skaits"
"Number of Unsuccessful Attempts to Login","Neveiksmīgu pieslēgšanos skaits"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Norādiet 8 simbolus. Atļauts norādīt apgabalu (piem. 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Šajā laukā izmantojiet tikai burtus (a-z vai A-Z) vai ciparus (0-9). Atstarpes vai citi simboli nav atļauti. <br /> Līdzīgi simboli (piem. ""i"", ""l"", ""1"") samazina iespēju ka lietotājs tos pareizi atpazīs."
"Reload captcha","Pārlēdēt captcha"
"Symbols Used in CAPTCHA","CAPTCHA lietotie simboli"
