"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Προσοχή</strong>: Η επιβεβαίωση Captcha κάνει διάκριση πεζών-κεφαλαίων."
"After number of attempts to login","Μετά από αριθμό προσπαθειών για σύνδεση"
"Always","Πάντα"
"CAPTCHA Timeout (minutes)","Χρονικό Όριο Λήξης Επιβεβαίωσης CAPTCHA (λεπτά)"
"Case Sensitive","Διάκριση Πεζών-Κεφαλαίων"
"Displaying Mode","Τρόπος Προβολής"
"Enable CAPTCHA in Admin","Ενεργοποίηση CAPTCHA στη διαχείριση (Admin)"
"Font","Γραμματοσειρά"
"Forms","Φόρμες"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Αν οριστεί 0, η επιβεβαίωση CAPTCHA θα είναι πάντα ενεργή στη φόρμα Σύνδεσης."
"Incorrect CAPTCHA.","Λάθος CAPTCHA."
"Number of Symbols","Αριθμός Συμβόλων"
"Number of Unsuccessful Attempts to Login","Αριθμός Ανεπιτυχών Προσπαθειών Σύνδεσης"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Παρακαλώ να προσδιορίσετε το πολύ 8 σύμβολα. Επιτρεπόμενο εύρος (π.χ. 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Παρακαλώ χρησιμοποιήστε μόνο γράμματα (a-z ή Α-Z) ή αριθμούς (0-9) στο πεδίο αυτό. Κενά διαστήματα ή άλλοι χαρακτήρες δεν επιτρέπονται. < br / > Παρόμοιας μορφής χαρακτήρες (π.χ. «i», ""l"", ""1"") μειώνουν την πιθανότητα σωστής αναγνώρισης από τον πελάτη."
"Reload captcha","Επαναφόρτωση επιβεβαίωσης captcha"
"Symbols Used in CAPTCHA","Σύμβολα που Χρησιμοποιούνται στο CAPTCHA"
