"""Remember Me"" Default Value","«Να με Θυμάσαι» Προεπιλεγμένη Τιμή"
"* Required Fields","* Απαιτούμενα πεδία"
"Address","Διεύθυνση"
"Address Information","Πληροφορίες Διεύθυνσης"
"Already registered?","Είστε ήδη εγγεγραμμένος;"
"Back","Πίσω"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","Δημιουργώντας ένα λογαριασμό στο κατάστημά μας, θα έχετε τη δυνατότητα να κινηθείτε γρηγορότερα κατά τη διαδικασία πληρωμής, να εισάγετε πολλαπλές διευθύνσεις αποστολής, να βλέπετε και να παρακολουθείτε τις παραγγελίες σας και πολλά άλλα."
"Checkout as Guest","Ολοκλήρωση Αγορών ως Επισκέπτης"
"Checkout as a Guest or Register","Ολοκληρωστε τις Αγορες σας ως Επισκεπτης ή Εγγραφειτε"
"City","Πόλη"
"Close","Κλείσιμο"
"Company","Εταιρία"
"Confirm Password","Επιβεβαίωση Κωδικού Πρόσβασης"
"Continue","Συνέχεια"
"Country","Χώρα"
"Create an Account","Δημιουργία Λογαριασμού"
"Easy access to your order history and status","Εύκολη πρόσβαση στη κατάσταση και στο ιστορικό των παραγγελιών σας"
"Email Address","Διεύθυνση Email"
"Enable ""Remember Me""","Ενεργοποίηση ""Να με Θυμάσαι"""
"Enable Persistence","Ενεργοποίηση Επιμονής"
"Fast and easy check out","Γρήγορη και εύκολη ολοκλήρωση αγορών"
"Fax","Φαξ"
"Forgot Your Password?","Ξεχάσατε τον Κωδικό σας;"
"Forgot your password?","Ξεχάσατε τον κωδικό σας;"
"General Options","Γενικές Επιλογές"
"If you have an account with us, please log in.","Αν έχετε ανοίξει λογαριασμό μαζί μας, παρακαλούμε συνδεθείτε."
"Loading next step...","Αναμονή για το επόμενο βήμα..."
"Login","Σύνδεση"
"Login Information","Πληροφορίες Σύνδεσης"
"Login or Create an Account","Συνδεθείτε ή Δημιουργείστε ένα Λογαριασμό"
"New Customers","Νέοι Πελάτες"
"Password","Κωδικός πρόσβασης"
"Persist Shopping Cart","Επίμονο καλάθι αγορών"
"Persistence Lifetime (seconds)","Διάρκεια Ζωής Επίμονων (δευτερόλεπτα)"
"Persistent Shopping Cart","Επίμονο καλάθι αγορών"
"Personal Information","Προσωπικές Πληροφορίες"
"Please log in below:","Παρακαλούμε συνδεθείτε παρακάτω:"
"Please select region, state or province","Παρακαλώ επιλέξτε μια περιοχή, χώρα ή περιφέρεια"
"Register","Εγγραφή"
"Register and save time!","Εγγραφείτε και γλιτώστε χρόνο!"
"Register to Create an Account","Εγγραφείτε για να Δημιουργήσετε έναν Λογαριασμό"
"Register with us for future convenience:","Εγγραφείτε για μελλοντική ευκολία:"
"Registered Customers","Εγγεγραμμένοι Πελάτες"
"Remember Me","Να με θυμάσαι"
"Save in address book","Αποθήκευση στο βιβλίο διευθύνσεων"
"Select State/Province...","Επιλογή Νομού/Δήμου..."
"Select a billing address from your address book or enter a new address.","Επιλέξτε μία διεύθυνση χρέωσης από το βιβλίο διευθύνσεων σας ή εισάγετε μία νέα διεύθυνση."
"Ship to different address","Αποστολή σε διαφορετική διεύθυνση"
"Ship to this address","Αποστολή σε αυτήν τη διεύθυνση"
"Sign Up for Newsletter","Εγγραφή στο Ενημερωτικό Δελτίο"
"State/Province","Νομός/επαρχία"
"Street Address","Διεύθυνση"
"Submit","Υποβολή"
"Telephone","Τηλέφωνο"
"VAT Number","Α.Φ.Μ."
"Welcome, %s!","Καλως Ήρθατε, %s!"
"What's this?","Τι είναι αυτό;"
"Zip/Postal Code","Ταχυδρομικός κώδικας"
