"%s - Discounts and Coupons","%s - ส่วนลดและคูปอง"
"%s has reached a quantity of %s.","%s ถึงจำนวน %s."
"Cannot retrieve the wishlist","ไม่สามารถเรียกข้อมูล wishlist คืนมาได้ "
"Catalog","แค็ตตาล็อก"
"Click for price","คลิกเพื่อดูราคา"
"Comment: %s<br/>","ข้อคิดเห็น: %s<br/>"
"Coupons/Discounts","คูปอง/ส่วนลด"
"Current Status: %s<br/>","สถานะปัจจุบัน: %s<br/>"
"Customer Name: %s","ชื่อลูกค้า: %s"
"Customer Order Status Notification","การแจ้งสถานะของคำสั่งซื้อลูกค้า"
"Details for %s #%s","รายละเอียดสำหรับ %s #%s"
"Discount","ส่วนลด"
"Discount (%s)","ส่วนลด (%s)"
"Enable RSS","เปิดการใช้งาน RSS"
"Error in processing xml. %s","ความผิดพลาดในการดำเนินการ xml. %s"
"From:","จาก:"
"Get Feed","รับ Feed"
"Gift Message","ข้อความสำหรับของขวัญ"
"Grand Total","รวมทั้งหมด"
"Low Stock Products","สินค้าในคลังสินค้ามีน้อย"
"Message:","ข้อ​ความ:"
"New Orders","คำสั่งซื้อใหม่"
"New Products","เพิ่มสินค้าใหม่"
"New Products from %s","สินค้าใหม่จาก %s"
"Notified Date: %s<br/>","วันที่แจ้งให้ทราบ: %s<br/>"
"Order","รายการสั่งซื้อ"
"Order # %s Notification(s)","การแจ้งคำสั่งซื้อ # %s ให้ทราบ"
"Order #%s created at %s","คำสั่งซื้อ #%s ถูกสร้างเมื่อ %s"
"Product: ""%s"" review By: %s","สินค้า: ""%s"" วิจารณ์โดย: %s"
"Product: <a href=""%s"">%s</a> <br/>","สินค้า: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","สินค้าถูก Tag ด้วย %s"
"Purchased From: %s","ซื้อจาก: %s"
"RSS Feeds","RSS Feed"
"Review: %s <br/>","บทวิจารณ์: %s <br/>"
"Rss Config","ตั้งค่า Rss "
"Shipping &amp; Handling","การจัดการ &amp; การขนส่ง"
"Special Products","สินค้าพิเศษ"
"Store: %s <br/>","ร้านค้า: %s <br/>"
"Subtotal","ผลรวมย่อย"
"Summary of review: %s <br/>","สรุปบทวิจารณ์: %s <br/>"
"Tags Products","Tag สินค้า"
"Tax","ภาษี"
"To:","ถึง:"
"Top Level Category","ประเภทระดับบนสุด"
"Total: %s<br/>","ทั้งหมด: %s<br/>"
"Wishlist","รายการโปรด"
"click <a href=""%s"">here</a> to view the review","คลิก <a href=""%s"">ที่นี่</a> เพื่อดูบทวิจารณ์"
