"A block identifier with the same properties already exists in the selected store.","Блок идентификатор със същите свойства вече съществува в избрания магазин."
"Action","Действие"
"Add New Block","Добави нов блок"
"Add New Page","Добави нова страница"
"All Countries","Всички страни"
"Anchor Custom Text","Котва текст по избор"
"Anchor Custom Title","Котва потребителско заглавие"
"Block","Блок"
"Block Information","Блок информация"
"Block Title","Заглавие на блок"
"CMS Home Page","CMS начална страница"
"CMS No Cookies Page","CMS страница без бисквитки"
"CMS No Route Page","CMS страница без маршрут"
"CMS Page","CMS страница"
"CMS Page Link","CMS връзка към страница"
"CMS Page Link Block Template","CMS връзка със страница за блоков шаблон"
"CMS Page Link Inline Template","CMS връзка със страница за линеен шаблон"
"CMS Static Block","СMS статичен блок"
"CMS Static Block Default Template","CMS шаблон на блок по подразбиране"
"Collapse All","Разпадни всичко"
"Content","Съдържание"
"Content Heading","Заглавие на съдържание"
"Content Management","Управление на съдържанието"
"Contents of a Static Block","Съдържание на статичен блок"
"Custom Design","Персонализиран дизайн"
"Custom Layout","Оформление по подразбиране"
"Custom Theme","Тема по подразбиране"
"Customer Tax Class Information","Информация за клиентски данъчен клас"
"Date Created","Дата на създаване"
"Delete Block","Изтрий блока"
"Delete File","Изтрий файла"
"Delete Folder","Изтриване на папката"
"Delete Page","Изтрий страница"
"Description","Описание"
"Design","Дизайн"
"Disabled","Забранен"
"Disabled Completely","Напълно забрани"
"Disabled by Default","Непозволи по подразбиране"
"Edit Block","Промени блока"
"Edit Block '%s'","Редакция на блок '%s'"
"Edit Page","Промени страницата"
"Edit Page '%s'","Редакция на страница '%s'"
"Enable WYSIWYG Editor","Разреши WYSIWYG редактор"
"Enabled","Активиран"
"Enabled by Default","Позволи по подразбиране"
"Expand All","Разшири всичко"
"General Information","Обща информация"
"Go to Home Page","Отиди на основата страница"
"Home","Основна страница"
"ID","ИД"
"Identifier","Идентификатор"
"If empty, the Page Title will be used","Ако е празно, ще се използва заглавието на страницата"
"Insert File","Вмъкни файл"
"Keywords","Ключови думи"
"Last Modified","Последно променено"
"Layout","Оформление"
"Layout Update XML","Актуализацията на оформлението на XML"
"Link to a CMS Page","Връзка към страница с CMS"
"Media Gallery","Мултимедийна галерия"
"Media Storage","Медия склад"
"Meta Data","Мета данни"
"Meta Description","Мета описание"
"Meta Keywords","Мета ключови думи"
"New Block","Нов блок"
"New Folder Name:","Ново име на папка:"
"New Page","Нова страница"
"No files found","Няма намерени файлове"
"Page Information","Информация за страницата"
"Page Status","Статус на страница"
"Page Title","Заглавие на страницата"
"Pages","Страници"
"Product Tax Class Information","Информация за продуктови данъчни класове"
"Redirect to CMS-page if Cookies are Disabled","Пренасочи към CMS-страница, ако бисквитките са забранени"
"Save Block","Запиши блока"
"Save Page","Запази страница"
"Select Block...","Изберете блок..."
"Select Page...","Изберете страница..."
"Show Breadcrumbs for CMS Pages","Покажи опции за CMS страници"
"Show Notice if JavaScript is Disabled","Покажи предизвестие ако JavaScript е забранено"
"Static Blocks","Статични блокове"
"Status","Статус"
"Storage Root","Основен склад"
"Store View","Изглед на магазина"
"Template","Шаблон"
"The page has been deleted.","Страницата е изтрита."
"This block no longer exists.","Този блок вече не съществува."
"This page no longer exists.","Тази страница не съществува."
"Title","Заглавиe"
"URL Key","URL ключ"
"WYSIWYG Options","WYSIWYG опции"
"px.","пкс."
