"2-pixel perimeter around the header space.","ශීර්ෂ අවකාශය වටා පික්සල් 2 පරිමිතිය."
"A case that has been resolved and close requires a reimbursement.","විසඳා අවසන් කර ඇති නඩුවකට ප්‍රතිපූරණයක් අවශ්‍ය වේ."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","අනවසර වංචාවක් ගැන සැක කරන පාරිභෝගික ආරවුලක් නිසා මෙම ගනුදෙනුවේ ආපසු හැරීමක් සිදුවී ඇත."
"A reversal has occurred on this transaction because you have given the customer a refund.","ඔබ පාරිභෝගිකයාට මුදල් ආපසු ලබා දී ඇති නිසා මෙම ගනුදෙනුවේ ආපසු හැරීමක් සිදු වී ඇත."
"A reversal has occurred on this transaction due to a chargeback by your customer.","ඔබේ පාරිභෝගිකයා විසින් ආපසු අයකිරීමක් හේතුවෙන් මෙම ගනුදෙනුවේ ආපසු හැරීමක් සිදුවී ඇත."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","ඔබේ ගනුදෙනුකරුගෙන් ගනුදෙනුව පිළිබඳ පැමිණිල්ලක් හේතුවෙන් මෙම ගනුදෙනුවේ ආපසු හැරීමක් සිදුවී ඇත."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","ඔබේ ගනුදෙනුකරු මුදල් ආපසු ගෙවීමේ සහතිකයක් ක්‍රියාත්මක කිරීම හේතුවෙන් මෙම ගනුදෙනුවේ ආපසු හැරීමක් සිදුවී ඇත."
"ACH Deposit (Hold for Dispute or Other Investigation)","ACH තැන්පතු (ආරවුලක් හෝ වෙනත් විමර්ශනයක් සඳහා රඳවා තබා ගැනීම)"
"ACH Deposit (Reversal)","ACH තැන්පතු (ප්‍රතිවර්තනය)"
"ACH Funding for Funds Recovery from Account Balance","ගිණුම් ශේෂයෙන් අරමුදල් ප්‍රතිසාධනය සඳහා ACH අරමුදල්"
"ACH Withdrawal","ACH ආපසු ගැනීම"
"API Authentication Methods","API සත්‍යාපන ක්‍රම"
"API Certificate","API සහතිකය"
"API Password","API මුරපදය"
"API Signature","API අත්සන"
"API Username","API පරිශීලක නාමය"
"API Uses Proxy","API ප්‍රොක්සි භාවිතා කරයි"
"Ability for buyer to purchase without PayPal account.","PayPal ගිණුමකින් තොරව මිලදී ගන්නෙකුට මිලදී ගැනීමේ හැකියාව."
"Accept credit card and PayPal payments securely.","ක්‍රෙඩිට් කාඩ් සහ පේපෑල් ගෙවීම් ආරක්ෂිතව පිළිගන්න."
"Accept payments with a completely customizable checkout page.","සම්පූර්ණයෙන්ම අභිරුචිකරණය කළ හැකි පිටවීමේ පිටුවක් සමඟ ගෙවීම් පිළිගන්න."
"Acceptance Mark","පිළිගැනීමේ ලකුණ"
"Acceptance Mark Image","පිළිගැනීමේ ලකුණු රූපය"
"Account-to-Account Payment, initiated by PayPal","PayPal විසින් ආරම්භ කරන ලද ගිණුමෙන් ගිණුමට ගෙවීම"
"Add PayPal as an additional payment method to your checkout page.","ඔබගේ පිටවීමේ පිටුවට අමතර ගෙවීමේ ක්‍රමයක් ලෙස PayPal එක් කරන්න."
"Add another payment method to your existing solution or as a stand-alone option.","ඔබගේ පවතින විසඳුමට හෝ ස්වාධීන විකල්පයක් ලෙස වෙනත් ගෙවීමේ ක්‍රමයක් එක් කරන්න."
"Additional Options","අමතර විකල්ප"
"Address","ලිපිනය"
"Address Verification System Response","ලිපින සත්‍යාපන පද්ධති ප්‍රතිචාරය"
"Advanced Settings","උසස් සැකසුම්"
"All the address information matched","සියලුම ලිපින තොරතුරු ගැලපේ"
"Allow in Billing Agreement Wizard","බිල්පත් ගිවිසුම විශාරදයේ ඉඩ දෙන්න"
"Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).","අවසර ලත් අගයන්: ""paypal"", ""primary"" (default), your_custom_value (ඔබේ වෙළඳ ගිණුම් පැතිකඩෙන් අභිරුචි ගෙවීම් පිටු විලාසයක්)."
"Allowed Credit Card Types","අවසර ලත් ක්‍රෙඩිට් කාඩ් වර්ග"
"Also affects mini-shopping cart.","කුඩා සාප්පු කරත්තයට ද බලපායි."
"Ask Customer","පාරිභෝගිකයාගෙන් විමසන්න"
"Auction Payment other than through eBay","eBay හරහා හැර වෙන්දේසි ගෙවීම්"
"Authorization","අවසර දීම"
"Authorization Honor Period (days)","බලය පැවරීමේ ගෞරව කාලය (දින)"
"Auto","ඔටෝ"
"AutoSweep","ඔටෝ ස්වීප්"
"Available Balance","පවතින ශේෂය"
"Balance Manager Account Bonus","ශේෂ කළමනාකරු ගිණුම් බෝනස්"
"Basic Settings - PayPal Express Checkout","මූලික සැකසුම් - PayPal Express Checkout"
"Basic Settings - PayPal Payflow Link","මූලික සැකසුම් - PayPal Payflow Link"
"Basic Settings - PayPal Payflow Pro","මූලික සැකසුම් - PayPal Payflow Pro"
"Basic Settings - PayPal Payments Advanced","මූලික සැකසුම් - PayPal ගෙවීම් උසස්"
"Basic Settings - PayPal Payments Pro","මූලික සැකසුම් - PayPal ගෙවීම් Pro"
"Basic Settings - PayPal Payments Pro Hosted Solution","මූලික සැකසුම් - PayPal Payments Pro Hosted Solution"
"Basic Settings - PayPal Website Payments Pro Hosted Solution","මූලික සැකසුම් - PayPal වෙබ් අඩවි ගෙවීම් Pro Hosted විසඳුම"
"Basic Settings - PayPal Website Payments Standard","මූලික සැකසුම් - PayPal වෙබ් අඩවි ගෙවීම් සම්මතය"
"Billing Agreement Signup","බිල්පත් ගිවිසුම අත්සන් කිරීම"
"Billing Information","බිල්කරණ තොරතුරු"
"Bonus for first ACH Use","පළමු ACH භාවිතය සඳහා ප්‍රසාද දීමනාව"
"Buyer Credit Payment","ගැනුම්කරු ණය ගෙවීම"
"Buyer claims that a possible duplicate payment was made to the merchant.","ගැනුම්කරු කියා සිටින්නේ හැකි අනුපිටපත් ගෙවීමක් වෙළෙන්දාට කළ බවයි."
"Buyer claims that he did not receive goods or service.","තමාට භාණ්ඩ හෝ සේවාවක් නොලැබුණු බව ගැනුම්කරු කියා සිටී."
"Buyer claims that he/she did not authorize transaction.","ගැනුම්කරු කියා සිටින්නේ ඔහු/ඇය ගණුදෙනුවට අවසර දී නැති බවයි."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","භාණ්ඩ හෝ සේවාව පිළිබඳ වෙළෙන්දාගේ විස්තරයෙන් ලැබුණු භාණ්ඩ හෝ සේවාව වෙනස් බව ගැනුම්කරු කියා සිටී."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","ලැබුණු භාණ්ඩ සෑහීමකට පත් නොවන, දෝෂ සහිත හෝ හානි වූ බව ගැනුම්කරු කියා සිටී."
"Buyer's Tax ID","ගැනුම්කරුගේ බදු හැඳුනුම්පත"
"Buyer's Tax ID Type","ගැනුම්කරුගේ බදු හැඳුනුම්පත වර්ගය"
"By default it is ""reports.paypal.com"".","පෙරනිමියෙන් එය ""reports.paypal.com"" වේ."
"CNPJ","සීඑන්පීජේ"
"CVV Entry is Editable","CVV ප්‍රවේශය සංස්කරණය කළ හැකි ය"
"CVV2 Check Result by PayPal","PayPal මගින් CVV2 ප්‍රතිඵලය පරීක්ෂා කරන්න"
"Catalog Category Page","නාමාවලි කාණ්ඩය පිටුව"
