"%s - Discounts and Coupons","%s - הנחות וקופונים"
"%s RSS Feed","%s  הזנת RSS"
"%s has reached a quantity of %s.","%s הגיע לכמות של %s."
"%s's Wishlist","%s's רשימת חלומות"
"Cannot retrieve the wishlist","לא יכול לקבל רשימת חלומות"
"Catalog","קטלוג"
"Category Feeds","הזנת קטגוריה"
"Click for price","לחץ לקבלת מחיר"
"Comment: %s<br/>","הערה: %s<br/>"
"Coupons/Discounts","קופונים/הנחות"
"Current Status: %s<br/>","סטטוס נוכחי: %s<br/>"
"Customer Name: %s","שם לקוח: %s"
"Customer Order Status Notification","התראות סטטוס הזמנות ללקוח"
"Details for %s #%s","פרטים עבור %s #%s"
"Discount","הנחה"
"Discount (%s)","הנחה (%s)"
"Enable RSS","אפשר RSS"
"Error in processing xml. %s","שגיאה בעיבוד xml. %s"
"From:","מ:"
"Get Feed","פתח פיד"
"Gift Message","הודעת מתנה"
"Grand Total","הסכום הכולל"
"Low Stock Products","מוצרים במלאי מועט"
"Message:","הודעה:"
"Miscellaneous Feeds","פידים שונים"
"New Orders","הזמנות חדשות"
"New Products","מוצרים חדשים"
"New Products from %s","מוצרים חדשים מ %s"
"Notified Date: %s<br/>","תאריך התרעה: %s<br/>"
"Order","הזמנה"
"Order # %s Notification(s)","תזכורת(ות) הזמנה # %s"
"Order #%s created at %s","הזמנה #%s נוצרה ב %s"
"Pending product review(s)","חוות דעת בהמתנה של מוצר"
"Product: ""%s"" review By: %s","מוצר: ""%s"" סוקר ע""י: %s"
"Product: <a href=""%s"">%s</a> <br/>","מוצר: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","מוצרים מתוייגים עם %s"
"Purchased From: %s","נקנה מ: %s"
"RSS Feeds","פידים RSS"
"RSS Feeds Section","אגף פידים RSS"
"Review: %s <br/>","סקירה: %s <br/>"
"Rss Config","תצורת RSS"
"Shipping &amp; Handling","טיפול ומשלוח"
"Special Products","מוצרים מיוחדים"
"Store: %s <br/>","חנות: %s <br/>"
"Subtotal","סכום ביניים"
"Summary of review: %s <br/>","סיכום סיקור: %s <br/>"
"Tags Products","תיוגים עבור מוצרים"
"Tax","מס"
"There are no Rss Feeds","אין הזנות RSS"
"To:","ל:"
"Top Level Category","קטגוריה ברמה העליונה"
"Total: %s<br/>","סה""כ: %s<br/>"
"Wishlist","מועדפים"
"click <a href=""%s"">here</a> to view the review","לחץ <a href=""%s"">כאן</a> לצפות במשוב"
