"<strong>Attention</strong>: Captcha is case sensitive.","<strong>לתשומת לבך</strong>: Captcha תלוי רישיות."
"After number of attempts to login","לאחר מספר ניסיונות כניסה"
"Always","תמיד"
"CAPTCHA Timeout (minutes)","זמן קצוב CAPTCHA (בדקות)"
"Case Sensitive","תלוי רישיות"
"Displaying Mode","מצב תצוגה"
"Enable CAPTCHA in Admin","לאפשר CAPTCHA בממשק הניהול"
"Font","גופן"
"Forms","טפסים"
"If 0 is specified, CAPTCHA on the Login form will be always available.","אם צוין 0, CAPTCHA על גבי טופס כניסה יהיה תמיד זמין."
"Incorrect CAPTCHA.","CAPTCHA שגוי."
"Number of Symbols","מספר סמלים"
"Number of Unsuccessful Attempts to Login","מספר ניסיונות התחברות כושלים"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","נא ציין 8 סמלים לכל היותר. מותר טווחים (למשל 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","נא להשתמש רק באותיות (a-z או A-Z) או מספרים (0-9) בשדה זה. ללא רווחים או תווים אחרים.<br />שימוש בתווים דומים (למשל ""i"", ""l"", ""1"") מקטין את הסיכוי של זיהוי הנכון על-ידי הלקוח."
"Reload captcha","טען CAPTCHA מחדש"
"Symbols Used in CAPTCHA","סמלים המשמשים ב-CAPTCHA"
