"-- Please Select --","-- Ве молиме изберете --"
"Admin","Админ"
"Allow Countries","Дозволи држави"
"Are you sure?","Дали сте сигурни?"
"Back","Назад"
"Cancel","Откажи"
"Code","Код"
"Country","Држава"
"Create Store","Креирај продавница"
"Create Website","Креирај веб сајт"
"Customer Support","Корисничка подршка"
"Dashboard","Контролна табла"
"Date From","Датум од"
"Date To","Датум до"
"Default","Предодредено"
"Default Store","Главна продавница"
"Default Title","Предодреден наслов"
"Delete","Избриши"
"Delete Store","Избриши Продавница"
"Delete Website","Избриши вебстраница"
"Edit Store","Измени продавница"
"Edit Website","Измени вебстраница"
"Enabled","Овозможено"
"First Day of Week","Прв ден во неделата"
"Locale","Локале"
"Name","Име"
"New Store","Нова продавница"
"New Website","Нова веб страница"
"No","Не"
"Package","Пакет"
"Please enter a number greater than 0 in this field.","Внесете број поголем од 0 во оваа поле."
"Please enter a valid $ amount. For example $100.00.","Внесете валидна $ сума. На пример $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Внесете валидно URL. На пример http://www.example.com или www.example.com"
"Please enter a valid credit card number.","Внесете валиден број на кредитна картичка."
"Please enter a valid date.","Внесете валиден датум."
"Please enter a valid email address. For example johndoe@domain.com.","Внесете валидна адреса на епошта. На пример johndoe@domain.com."
"Please enter a valid number in this field.","Внесете валиден број во оваа поле."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Ве молиме внесете валиден телефонски број."
"Please enter a valid social security number. For example 123-45-6789.","Внесете валиден матичен број. На пример 123-45-6789."
"Please enter a valid zip code.","Ве молиме внесете валиден поштенски код."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Внесете валиден поштенски/зип код. На пример 1000 или 90602-1234."
"Please make sure your passwords match.","Ве молиме проверете дали двете лозинка се совпаѓаат."
"Please select State/Province.","Изберете држава/Провинција."
"Please select an option.","Ве молиме изберете опција."
"Please select one of the above options.","Изберете една од опциите погоре."
"Please select one of the options.","Ве молиме изберете една од опциите."
"Save","Зачувај"
"Save Store","Зачувај Продавница"
"Security","Безбедност"
"Select Date","Избереи датум"
"Sender Email","Емаил на испраќач"
"Sender Name","Име на испраќач"
"Set as Default","Дефинирај како главна"
"Status","Статус"
"Store","Продавница"
"Store Information","Информации за продавницата"
"Store Name","Име на продавница"
"System","Систем"
"This is a required field.","Ова поле е задолжително."
"This store cannot be deleted.","Оваа продавница неможе да се избрише."
"Timezone","Временска зона"
"None","Нема"
"VAT Number","Даночен број"
"Website","Веб страна"
"Weekend Days","Викенд денови"
"Yes","Да"
