"A block identifier with the same properties already exists in the selected store.","در فروشگاه انتخاب شده یک شناسه با مشخصات یکسان وجود دارد."
"Action","اقدام"
"Add New Block","افزودن بلوک جدید"
"Add New Page","افزودن صفحه جدید"
"All Countries","همه‌ کشورها"
"Anchor Custom Text","متن سفارشی مرجع"
"Anchor Custom Title","عنوان سفارشی مرجع"
"Block","مسدود کردن"
"Block Information","اطلاعات بلاک"
"Block Title","عنوان بلاک"
"CMS","سیستم مدیریت محتوا"
"CMS Home Page","صفحه اصلی سیستم مدیریت محتوا"
"CMS No Cookies Page","سیستم مدیریت محتوا بدون صفحه کوکی ها"
"CMS No Route Page","سیستم مدیریت محتوا بدون مسیر صفحه"
"CMS Page","صفحه سیستم مدیریت محتوا"
"CMS Page Link","لینک صفحه سیستم مدیریت محتوا"
"CMS Page Link Block Template","قالب بلوک لینک صفحه سیستم مدیریت محتوا"
"CMS Page Link Inline Template","قالب درون خطی لینک صفحه سیستم مدیریت محتوا"
"CMS Static Block","بلوک ایستای سیستم مدیریت محتوا"
"CMS Static Block Default Template","قالب پیش فرض بلوک استاتیک سیستم مدیریت محتوا"
"Collapse All","بستن همه"
"Content","محتوا"
"Content Heading","سرفصل مطالب"
"Content Management","مدیریت محتوا"
"Contents of a Static Block","محتویات یک بلوک ایستا"
"Custom Design","طراحی سفارشی"
"Custom Layout","چیدمان سفارشی"
"Custom Theme","تم سفارشی"
"Delete Block","حذف بلاک"
"Delete File","حذف فایل"
"Delete Folder","حذف پوشه"
"Delete Page","حذف صفحه"
"Description","توصیف"
"Design","طراحی"
"Disabled","غير فعال"
"Disabled Completely","کاملا غیرفعال"
"Disabled by Default","غیرفعال به صورت پیش فرض"
"Edit Block","ویرایش بلوک"
"Edit Page","ویرایش صفحه"
"Enable WYSIWYG Editor","فعالسازی ویرایشگر WYSIWYG"
"Enabled","فعال"
"Enabled by Default","فعال به صورت پیش فرض"
"Expand All","باز کردن همه"
"General Information","اطلاعات عمومی"
"Go to Home Page","برو به صفحه‌ی اصلی"
"Home","خانه"
"ID","شناسه"
"Identifier","شناسه"
"If empty, the Page Title will be used","اگر خالی باشد، عنوان صفحه استفاده خواهد شد"
"Insert File","گذاشتن فایل"
"Layout","چیدمان"
"Layout Update XML","به روز رسانی چیدمان XML"
"Link to a CMS Page","لینک به صفحه سیستم مدیریت محتوا"
"Manage Pages","مدیریت صفحات"
"Media Gallery","گالری رسانه"
"Media Storage","محل ذخیره سازی رسانه"
"Meta Description","توضیحات متا"
"Meta Keywords","کلمات کلیدی متا"
"New Block","بلوک جدید"
"New Folder Name:","نام پوشه‌ی جدید:"
"New Page","صفحه جدید"
"No files found","فایلی یافت نشد"
"Page Information","اطلاعات صفحه"
"Page Title","عنوان صفحه"
"Pages","صفحات"
"Redirect to CMS-page if Cookies are Disabled","هدایت مجدد به صفحه‌ی CMS درصورت غیرفعال شدن کوکی ها"
"Save Page","ذخیره صفحه"
"Select Block...","انتخاب بلوک..."
"Select Page...","انتخاب صفحه..."
"Show Breadcrumbs for CMS Pages","نمایش نشانگر صفحات برای صفحات CMS"
"Show Notice if JavaScript is Disabled","اگر JavaScript غیرفعال شد، هشدار بده"
"Static Blocks","بلوک های ایستا"
"Status","وضعيت"
"Storage Root","ریشه‌ی مخزن"
"Store View","نمای فروشگاه"
"Template","قالب"
"The page has been deleted.","صفحه حذف شد."
"This block no longer exists.","این بلوک دیگر وجود ندارد."
"This page no longer exists.","این صفحه دیگر وجود ندارد."
"Title","عنوان"
"URL Key","کلید URL"
"WYSIWYG Options","گزینه های WYSIWYG"
"px.","پیکسل."
