"-- Please Select --","-- لطفا انتخاب کنيد --"
"Actions","کنش‌ها"
"Add Layout Update","افزودن به روز رسانی آرایش"
"All","همه"
"All Pages","همه‌ی صفحات"
"All Product Types","همه‌ی انواع محصول"
"Anchor Categories","دسته‌های مرجع"
"Apply","اعمال"
"Assign to Store Views","اختصاص به نماهای فروشگاه"
"Big Image","تصویر بزرگ"
"CMS","سیستم مدیریت محتوا"
"Categories","دسته بندی‌ ها"
"Choose...","انتخاب..."
"Close","بستن"
"Continue","ادامه"
"Default Template","قالب پیش فرض"
"Delete","حذف"
"Design Package/Theme","بسته/تم طراحی"
"Export to:","استخراج به:"
"Generic Pages","صفحات عمومی"
"Images","تصاویر"
"Insert Widget","گذاشتن ابزارک"
"Layout Updates","به روز رسانی‌های آرایش"
"Manage Widget Instances","مدیریت نمونه‌های ابزارک"
"New Widget Instance","نمونه ابزارک جدید"
"Next page","صفحه‌ی بعد"
"Non-Anchor Categories","دسته‌های غیر مرجع"
"Not Selected","انتخاب نشده"
"Open Chooser","باز کردن انتخاب کننده"
"Page","صفحه‌ی"
"Previous page","صفحه‌ی قبل"
"Products","محصولات"
"Remove Layout Update","برداشتن به روز رسانی آرایش"
"Save and Continue Edit","ذخيره و ادامه ويرايش"
"Select All","انتخاب همه"
"Select Visible","انتخاب قابل رؤیت ها"
"Settings","تنظیمات"
"Sort Order","ترتيب سفارش"
"Specified Page","صفحه‌ی تعیین شده"
"Template","قالب"
"The information in this tab has been changed.","اطلاعات در این زیر برگه تغییر یافت."
"The widget instance has been deleted.","نمونه ابزارک حذف شد."
"The widget instance has been saved.","نمونه ابزارک ذخیره شد."
"Thumbnail","تصویر بندانگشتی"
"Type","نوع"
"Unselect All","لغو انتخاب همه موارد"
"Unselect Visible","لغو انتخاب قابل رؤیت ها"
"View","مشاهده"
"Widget","ویجت‌"
"Widget ID","شناسه‌ی ویجت"
"Widget Insertion","الحاق ابزارک"
"Widget Options","گزینه‌های ابزارک"
"Widget Type","نوع ابزارک"
"Widgets","ویجت‌ها"
"per page","در هر صفحه"
