"%s - Discounts and Coupons","%s - Descontos e cupóns"
"%s RSS Feed","%s Feed RSS"
"%s has reached a quantity of %s.","%s acadou a cantidade de %s."
"%s's Wishlist","Lista de desexos de %s"
"Cannot retrieve the wishlist","Non se pode recuperar a lista de desexos"
"Catalog","Catálogo"
"Category Feeds","Categoría feeds"
"Comment: %s<br/>","Comentario: %s<br/>"
"Coupons/Discounts","Cupóns/Descontos"
"Current Status: %s<br/>","Estado actual: %s<br/>"
"Customer Name: %s","Nome de cliente: %s"
"Customer Order Status Notification","Notificación do estado de pedido do cliente"
"Details for %s #%s","Detalles para %s #%s"
"Discount","Desconto"
"Discount (%s)","Desconto (%s)"
"Enable RSS","Activar RSS"
"Error in processing xml. %s","Produciuse un erro no proceso xml. %s"
"From:","De:"
"Get Feed","Obter Feed"
"Gift Message","Mensaxe de regalo"
"Grand Total","Total xeral"
"Low Stock Products","Baixa dispoñibilidade de produtos"
"Message:","Mensaxe:"
"Miscellaneous Feeds","Feeds varios"
"New Orders","Novos pedidos"
"New Products","Novos produtos"
"New Products from %s","Novos produtos de %s"
"Notified Date: %s<br/>","Data notificada: %s<br/>"
"Order","Pedido"
"Order # %s Notification(s)","Pedido # %s Notificación(s)"
"Order #%s created at %s","Pedido #%s creado en %s"
"Pending product review(s)","Valoración(s) de produto pendentes"
"Product: ""%s"" review By: %s","Produto: ""%s"" valorado por: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produto: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Produtos etiquetados con %s"
"Purchased From: %s","Comprado de: %s"
"RSS Feeds","Feeds RSS"
"Review: %s <br/>","Valoración: %s <br/>"
"Rss Config","Configuración RSS"
"Shipping &amp; Handling","Envío &amp; Manipulación"
"Special Products","Produtos especiais"
"Store: %s <br/>","Tenda: %s <br/>"
"Subtotal","Sub-total"
"Summary of review: %s <br/>","Resumo de valoración: %s <br/>"
"Tags Products","Etiquetas de produtos"
"Tax","Impostos"
"There are no Rss Feeds","Non hai feeds Rss"
"To:","A:"
"Top Level Category","Categoría máis alta"
"Wishlist","Lista de desexos"
"click <a href=""%s"">here</a> to view the review","Prema <a href=""%s"">aquí</a> para ver a valoración"
