"%s - Discounts and Coupons","%s – Popusti i kuponi"
"%s has reached a quantity of %s.","%s je dosegao količinu od %s."
"%s's Wishlist","%s's lista želja"
"Cannot retrieve the wishlist","Ne mogu pronaći listu želja"
"Catalog","Katalog"
"Comment: %s<br/>","Komentar: %s<br/>"
"Coupons/Discounts","Kuponi/Popusti"
"Current Status: %s<br/>","Trenutni status: %s<br/>"
"Customer Name: %s","Ime kupca: %s"
"Customer Order Status Notification","Obavijest kupcu o statusu narudžbe"
"Details for %s #%s","Detalji za %s #%s"
"Discount","Popust"
"Discount (%s)","Popust (%s)"
"Enable RSS","Omogući RSS"
"Error in processing xml. %s","Greška pri procesiranju xml. %s"
"Get Feed","Prihvati izvor"
"Grand Total","Sveukupno"
"Low Stock Products","Proizvodi koji su u maloj količini"
"New Orders","Nove narudžbe"
"New Products","Novi proizvodi"
"New Products from %s","Novi proizvodi od %s"
"Notified Date: %s<br/>","Datum obavještavanja: %s<br/>"
"Order","Narudžba"
"Order # %s Notification(s)","Obavijest(i) o narudžbi # %s"
"Order #%s created at %s","Narudžba #%s kreirana u %s"
"Pending product review(s)","Očekujemo racenziju/e proizvoda"
"Product: ""%s"" review By: %s","Proizvod: ""%s"" recenzirao/la: %s"
"Product: <a href=""%s"">%s</a> <br/>","Proizvod: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Proizvod označen s %s"
"Purchased From: %s","Naručio/la: %s"
"RSS Feeds","RSS izvori"
"Review: %s <br/>","Recenzija: %s <br/>"
"Rss Config","RSS config"
"Shipping &amp; Handling","Transport &amp; dostava"
"Special Products","Specijalni proizvodi"
"Subtotal","Ulupno"
"Summary of review: %s <br/>","Sažetak recenzije: %s <br/>"
"Tags Products","Oznake proizvoda"
"Tax","Porez"
"Top Level Category","Primarna kategorija"
"Total: %s<br/>","Ukupno: %s<br/>"
"Wishlist","Lista želja"
"click <a href=""%s"">here</a> to view the review","kliknite <a href=""%s"">here</a> da biste vidjeli recenziju"
