"2-pixel perimeter around the header space.","2-Pixel Umfang um den Header."
"A case that has been resolved and close requires a reimbursement.","Ein Vorfall, der bereits gelöst und geschlossen ist, erfordert eine Erstattung."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","Eine Stornierung ist bei dieser Transaktion aufgrund des Verdachts einer unerlaubten Täuschung aufgetreten."
"A reversal has occurred on this transaction because you have given the customer a refund.","Eine Stornierung hat bei dieser Transaktion stattgefunden, da Sie dem Kunden eine Rückerstattung gewährt haben."
"A reversal has occurred on this transaction due to a chargeback by your customer.","Eine Stornierung hat bei dieser Transaktion durch eine Rückbuchung des Kunden stattgefunden."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","Eine Stornierung hat bei dieser Transaktio aufgrund einer Beschwerde des Kunden über die Transaktion stattgefunden."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","Eine Stornierung hat bei dieser Transaktion aufgrund des Auslösens einer Geld-zurück-Garantie stattgefunden."
"ACH Deposit (Hold for Dispute or Other Investigation)","ACH-Kaution (Halten für Streitschlichtung oder andere Untersuchungen)"
"ACH Deposit (Reversal)","ACH-Kaution (Storno)"
"ACH Funding for Funds Recovery from Account Balance","ACH-Finanzierung für Fonds-Erholung des Kontenstands"
"ACH Withdrawal","ACH-Widerrufsrecht"
"API Authentication Methods","API-Authentifizierungsmethoden"
"API Certificate","API-Zertifikat"
"API Password","API Passwort"
"API Signature","API-Signatur"
"API Username","API-Benutzername"
"API Uses Proxy","API verwendet Proxy"
"Ability for buyer to purchase without PayPal account.","Möglichkeit für Käufer, ohne PayPal-Account zu kaufen"
"Accept payments with a completely customizable checkout page.","Akzpetieren Sie Zahlungen mit einem angepasst gestalteten Zahlungsvorgang."
"Acceptance Mark","Akzeptanz-Markierung"
"Acceptance Mark Image","Akzeptanz Markierungs-Bild"
"Account-to-Account Payment, initiated by PayPal","Account-zu-Account Zahlung, ausgelöst durch PayPal"
"Add PayPal as an additional payment method to your checkout page.","PayPal als zusätzliche Zahlungsmethode zu Ihrer Checkout-Seite hinzufügen."
"Add another payment method to your existing solution or as a stand-alone option.","Fügen Sie eine andere Zahlungsmethode Ihrer bestehenden Lösung oder als Stand-Alone-Option hinzu."
"Additional Options","Zusätzliche Optionen"
"Address","Adresse"
"Address Verification System Response","Adressüberprüfung-Systemantwort"
"Advanced Settings","Erweiterte Einstellungen"
"All the address information matched","Alle Adressinformationen übereinstimmend"
"Allow in Billing Agreement Wizard","Im Abrechnungsvereinbarungs-Wizard erlauben"
"Allowed Credit Card Types","Pflichtangabe der Rechnungsadresse des Kunden"
"Also affects mini-shopping cart.","Dies betrifft auch den Mini-Warenkorb."
"Ask Customer","Kunden fragen"
"Auction Payment other than through eBay","Auktionszahlung außer eBay"
"Authorization","Autorisierung"
"Authorization Honor Period (days)","Autorisierungs-Honorierungs-Zeitraum (Tage)"
"Auto","Automatisch"
"Available Balance","Verfügbares Guthaben"
"Balance Manager Account Bonus","Ausgleichsmanager-Kontobonus"
"Basic Settings - PayPal Express Checkout","Grundeinstellungen - PayPal Express Checkout"
"Basic Settings - PayPal Payflow Link","Grundeinstellungen - PayPal Payflow Link"
"Basic Settings - PayPal Payflow Pro","Grundeinstellungen- PayPal Payflow Pro"
"Basic Settings - PayPal Payments Advanced","Grundeinstellungen - PayPal Payments Advanced"
"Basic Settings - PayPal Payments Pro","Grundeinstellungen- PayPal Payments Pro"
"Basic Settings - PayPal Payments Pro Hosted Solution","Grundeinstellungen - PayPal Zahlungen Pro-Hosting-Lösung"
"Basic Settings - PayPal Website Payments Pro Hosted Solution","Grundeinstellungen - PayPal-Websitezahlungen Pro-Hosting-Lösung"
"Billing Agreement Signup","Abrechnungsvereinbarungsregistrierung"
"Billing Information","Bestellübersicht"
"Bonus for first ACH Use","Bonus für die erste ACH-Nutzung"
"Buyer Credit Payment","Käuferkreditzahlung"
"Buyer claims that a possible duplicate payment was made to the merchant.","Käufer behauptet, dass eine mögliche doppelte Zahlung an den Händler vorgenommen wurde."
"Buyer claims that he did not receive goods or service.","Käufer behauptet, dass er die Ware oder Dienstleistung nicht erhalten habe."
"Buyer claims that he/she did not authorize transaction.","Käufer behauptet, dass er/sie die Transaktion nicht autorisiert hat."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","Käufer behauptet, die Ware oder Dienstleistung weicht von der Artikelbezeichnung des Händlers ab."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Käufer behauptet, dass die erhaltene Ware nicht zufriedenstellend, defekt oder beschädigt ist."
"Buyer's Tax ID","Steuernummer des Käufers"
"Buyer's Tax ID Type","Umsatzsteuer-ID-Typ des Käufers"
"By default it is ""reports.paypal.com"".","Standardmäßig ist es ""reports.paypal.com""."
"CVV Entry is Editable","CVV-Eintrag ist editierbar"
"CVV2 Check Result by PayPal","CVV2-Prüfergebnis von PayPal"
"Catalog Category Page","Kategorieseite"
"Catalog Product Page","Produktseite"
"Charge-off","Abbuchung"
"Chargeback","Rückbuchung"
"Checkout Cart Page","Warenkorb-Seite"
"Checkout with PayPal","Mit PayPal bezahlen"
"Choose a secure bundled payment solution for your business.","Wählen Sie eine sichere gebündelte Zahlungslösung für Ihr Unternehmen."
"City","Stadt"
"Close","Schließen"
"Company","Firma"
"Complaint","Beschwerde"
"Configure","Konfigurieren"
"Continue","Fortsetzen"
"Countries Payment Applicable From","Länderzahlung anwendbar von"
"Country","Land"
"Coupon Redemption","Gutscheinrücknahme"
"Credit","Guthaben"
"Credit Card Settings","Kreditkarteneinstellungen"
"Currency Conversion required to cover negative balance","Währungsumrechnung erforderlich, um negative Bilanz abzudecken"
"Custom","Benutzerdefiniert"
"Custom Endpoint Hostname or IP-Address","Benutzerdefinierter Endpoint-Hostname oder IP-Adresse"
"Custom Path","Benutzerdefinierter Pfad"
"Daily","Täglich"
"Debit","Lastschrift"
"Debit Card Cash Back","Kreditkartenrückzahlung"
"Debit Card Transaction","Kreditkartentransaktion"
"Debit or Credit","Lastschrift oder Kredit"
"Debug Mode","Debug-Modus"
"Discount","Rabatt"
"Display","Anzeigen"
"Display Express Checkout in the Payment Information step","Express Checkout im Zahlungsinformations-Schritt anzeigen"
"Display on Product Details Page","Auf Produktdetail-Seite anzeigen"
"Display on Shopping Cart","Im Warenkorb anzeigen"
"Displays on catalog pages and homepage.","Wird auf Katalogseiten und Homepage angezeigt"
"Dispute","Streit"
"Don't have a PayPal account? Simply enter your email address.","Sie haben noch kein PayPal-Konto? Geben Sie einfach Ihre E-Mail-Adresse ein."
"Dynamic","Dynamisch"
"EFT Funding (German banking)","EFT-Finanzierung (Deutsche Banken)"
"Edit","Bearbeiten"
"Edit Payment Information","Zahlungsinformationen bearbeiten"
"Edit Shopping Cart","Warenkorb bearbeiten"
"Email Address","E-Mailadresse"
"Email Associated with PayPal Merchant Account (Optional)","Einem PayPal-Händler-Konto zugeordnete E-Mail (optional)"
"Enable Automatic Fetching","Automatisches Abrufen aktivieren"
"Enable Express Checkout","Express Checkout aktivieren"
"Enable PayPal Guest Checkout","PayPal-Checkout für Gäste aktivieren"
