"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Ogohlantirish</strong>: Captchani kirishda katta / kichik harflarga e'tibor bering."
"After number of attempts to login","Bir necha marta ruxsat berishga urinishdan so'ng"
"Always","Har doim"
"CAPTCHA Timeout (minutes)","CAPTCHA kutish vaqti (daqiqada)"
"Case Sensitive","Katta-kichik harfni farqlash"
"Displaying Mode","Tartibni ko'rsatish"
"Enable CAPTCHA in Admin","Administrator panelida CAPTCHA-ni yoqish"
"Font","Shrift"
"Forms","Shakllar"
"If 0 is specified, CAPTCHA on the Login form will be always available.","0 belgilansa, kirish shaklidagi CAPTCHA har doim mavjud bo'ladi."
"Incorrect CAPTCHA.","CAPTCHA noto'g'ri."
"Number of Symbols","Belgilar soni"
"Number of Unsuccessful Attempts to Login","Kirish uchun muvaffaqiyatsiz urinishlar soni"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Iltimos, 8 ta belgini kiriting. Range ruxsat etilgan (masalan, 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Ushbu maydonda faqat harflar (a-z yoki A-Z) yoki raqamlar (0-9) dan foydalaning. Bo'sh joylar yoki boshqa belgilarga ruxsat berilmaydi.<br/> Xuddi shunga o'xshash belgilar (masalan, ""i"", ""l"", ""1"") mijoz tomonidan to'g'ri aniqlash ehtimolligini kamaytiradi."
"Reload captcha","Captcha-ni yangilash"
"Symbols Used in CAPTCHA","CAPTCHAda ishlatiladigan belgilar"
