"-- Please Select --","-- Faites un choix --"
"Actions","Action"
"Add Layout Update","Ajouter une mise à jour d'agencement"
"All","Tous"
"All Pages","Toutes les pages"
"All Product Types","Tous les types de produits"
"Anchor Categories","Catégorie ancrée"
"Apply","Appliquer"
"Assign to Store Views","Affecter aux vues magasins"
"Big Image","Grande image"
"Categories","Catégories"
"Choose...","Choisir..."
"Close","Fermer"
"Continue","Continuer"
"Default Template","Gabarit par défaut"
"Delete","Supprimer"
"Design Package/Theme","Interface/Thème de design"
"Export to:","Exporter vers :"
"Frontend Properties","Propriétés du front-office"
"Generic Pages","Pages génériques"
"Insert Widget","Insérer un widget"
"Layout Updates","Mises à jour d'agencements"
"Manage Widget Instances","Gérer les instances de widgets"
"New Widget Instance","Nouvelle instance de widget"
"Next page","Page suivante"
"Non-Anchor Categories","Catégories non ancrées"
"Not Selected","Non sélectionné"
"Open Chooser","Ouvrir le sélecteur"
"Previous page","Page précédente"
"Products","Produits"
"Remove Layout Update","Supprimer la mise à jour d'agencement"
"Save and Continue Edit","Sauvegarder et continuer d'éditer"
"Select All","Sélectionner tout"
"Select Visible","Sélectionner les éléments visibles"
"Settings","Paramètres"
"Sort Order","Trie commande"
"Specified Page","Page spécifiée"
"Template","Gabarit"
"The information in this tab has been changed.","Les informations contenues dans cet onglet ont été changées."
"The widget instance has been deleted.","L'instance de widget a bien été effacée."
"The widget instance has been saved.","L'instance de widget a bien été sauvegardée."
"This tab contains invalid data. Please solve the problem before saving.","Cet onglet contient des données non valides. Veuillez les corriger avant de sauvegarder."
"Thumbnail","Miniature"
"Total %d records found","Nombre d'enregistrements : %d"
"Type","Type "
"Unselect All","Désélectionner tout"
"Unselect Visible","Désélectionner les éléments visibles"
"View","Voir"
"Widget ID","ID de widget"
"Widget Insertion","Insertion de widget"
"Widget Options","Options du widget"
"Widget Type","Type de widget"
"items selected","éléments cochés"
"of %s pages","sur %s page(s)"
"per page","par page"
