"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Dikkat</strong>: Resim onayı (CAPTCHA) büyük/küçük harfe duyarlıdır."
"After number of attempts to login","Belli sayıda giriş denemesinden sonra"
"Always","Her zaman"
"CAPTCHA Timeout (minutes)","CAPTCHA Zaman aşımı (dakika)"
"Case Sensitive","Büyük/Küçük harfe duyarlı"
"Displaying Mode","Gösterim Modu"
"Enable CAPTCHA in Admin","Yönetici girişi için CAPTCHA kullan"
"Font","Yazı tipi"
"Forms","Formlar"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Eğer 0 (sıfır) girerseniz, oturum açma formunda CAPTCHA sürekli kullanılacaktır."
"Incorrect CAPTCHA.","Hatalı CAPTCHA."
"Number of Symbols","Harf sayısı"
"Number of Unsuccessful Attempts to Login","Başarısız giriş denemesi sayısı"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Lütfen en fazla 8 karakter seçiniz. Aralık da girebilirsiniz (Örnek: 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Bu alanda lütfen sadece harf (a-z ya da A-Z) ya da numara(0-9) kullanın. Boşluk karakteri ya da diğer karakterlere izin verilmez.<br /> benzer görünümlü karakterler(örneğin ""i"", ""I"",""1"") müşterinin doğru algılama şansını azaltmaktadır."
"Reload captcha","Captcha' yı yeniden yükle"
"Symbols Used in CAPTCHA","CAPTCHA'da semboller kullanıldı"
