"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Vigtigt</strong>: Forskel på store og små bogstaver ved tastning af Captcha."
"After number of attempts to login","Efter antal forsøg på at logge ind"
"Always","Altid"
"CAPTCHA Timeout (minutes)","CAPTCHA Timeout (minutter)"
"Case Sensitive","Store og små bogstaver"
"Displaying Mode","Viser tilstand"
"Enable CAPTCHA in Admin","Aktiver CAPTCHA i Admin"
"Forms","Formular"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Hvis 0 er angivet, vil CAPTCHA på Login formularen altid være tilgængelig."
"Incorrect CAPTCHA.","Forkert CAPTCHA."
"Number of Symbols","Antal af symboler"
"Number of Unsuccessful Attempts to Login","Antalmislykkede forsøg på at logge ind"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Angiv maksimalt 8 symboler. Rækker tilladt (f.eks. 3-5)"
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Benyt kun bogstaver (a-z eller A-Z) og tal (0-9) i dette felt. Ingen mellemrum eller andre tegn tillades. < br / > lignende udseende tegn (f.eks. ""i"", ""l"", ""1"") mindske chancen for korrekte anerkendelse af kunden."
"Reload captcha","Genindlæs captcha"
"Symbols Used in CAPTCHA","Symboler, anvendt i CAPTCHA"
