"%s - Discounts and Coupons","%s - rabatter og kuponer"
"%s has reached a quantity of %s.","%s har nået et antal af %s"
"%s's Wishlist","%s's ønskeseddel"
"Cannot retrieve the wishlist","Kan ikke hente ønskeseddel"
"Catalog","Katalog"
"Category Feeds","Kategorifeed"
"Click for price","Klik for pris"
"Comment: %s<br/>","Kommentar: %s<br/>"
"Coupons/Discounts","Kuponer/rabatter"
"Current Status: %s<br/>","Nuværende status: %s<br/>"
"Customer Name: %s","Kunde: %s"
"Customer Order Status Notification","Besked om kundes ordrestatus"
"Details for %s #%s","Detaljer for %s #%s"
"Discount","Rabat"
"Discount (%s)","Rabat (%s)"
"Enable RSS","Aktiver RSS"
"Error in processing xml. %s","Fejl under behandling af XML: %s"
"From:","Fra:"
"Get Feed","Få Feed"
"Gift Message","Gavebesked"
"Grand Total","Ordretotal"
"Low Stock Products","Lavt lager produkter"
"Message:","Besked:"
"Miscellaneous Feeds","Diverse feeds"
"New Orders","Nye ordrer"
"New Products","Nye produkter"
"New Products from %s","Nye produkter fra %s"
"Notified Date: %s<br/>","Beskeddato: %s<br/>"
"Order","Bestil"
"Order # %s Notification(s)","Beskeder i forbindelse med ordre # %s"
"Order #%s created at %s","Ordre #%s oprettet i %s"
"Pending product review(s)","Afventende produkt anmeldelse(r)"
"Product: ""%s"" review By: %s","Produkt: ""%s"" bedømt af: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produkt: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Varer tagget med %s"
"Purchased From: %s","Købt igennem: %s"
"RSS Feeds","RSS-feeds"
"Review: %s <br/>","Bedømmelse: %s <br/>"
"Rss Config","RSS konfiguration"
"Shipping &amp; Handling","Forsendelse &amp; håndtering"
"Special Products","Special produkter"
"Store: %s <br/>","Butik: %s <br/>"
"Summary of review: %s <br/>","Bedømmelse (kort): %s <br/>"
"Tags Products","Tags (produkter)"
"Tax","Moms"
"There are no Rss Feeds","Der er ingen RSS-feeds"
"To:","Til:"
"Top Level Category","Top niveau kategori"
"Wishlist","Ønskeliste"
