" [deleted]"," [izbrisan]"
"* Required Fields","* Obavezna polja"
"-- Please Select --","-- Molim odaberite --"
"-- Please Select a Category --","--Izaberite kategoriju--"
"-- Please select --","-- Molimo izaberite --"
"--Please Select--","--- Molimo odaberite ---"
"1 Hour","1 sat"
"12 Hours","12 sati"
"2 Hours","2 sata"
"24 Hours","24 sata"
"2YTD","2 godine do datuma"
"6 Hours","6 sati"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 greška</h1><p>Stranica nije pronađena.</p>"
"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Pažnja</strong>: Captcha je osetljiva na mala i velika slova."
"About the calendar","O kalendaru"
"Account Information","Informacije o nalogu"
"Action","Akcija"
"Actions","Radnje"
"Active","Aktivan"
"Add","Dodaj"
"Add New","Dodaj Novo"
"Add New Image","Dodaj novu sliku"
"Add New Template","Dodajte novi šablon"
"Add Products","Dodaj proizvode"
"Additional Cache Management","Dodatno upravljanje kešom"
"All","Sve"
"All Cache","Sav keš"
"All Files","Sve datoteke"
"All Store Views","Svi pregledi prodavnica"
"All Websites","Sve Web lokacije"
"Amounts","Iznos"
"An error occurred while clearing the JavaScript/CSS cache.","Pojavila se greška prilikom brisanje keša JavaScript/CSS."
"An error occurred while clearing the image cache.","Pojavila se greška prilikom brisanje slika keša."
"An error occurred while saving account.","Došlo je do greške pri snimanju naloga."
"Any","Bilo koji"
"Are you sure you want to do this?","Jeste li sigurni da želite da uradite ovo?"
"Attributes","Atributi"
"Authorize","Odobriti"
"Automatic (equalize price ranges)","Automatsko (izjednačavanje ranga cena)"
"Automatic (equalize product counts)","Automatsko (izjednačavanje broja proizvoda)"
"Back","Nazad"
"Backup","Pravljenje rezervne kopije"
"Backup Name","Ime rezervne kopije"
"Backup options","Opcije rezervnih kopija"
"Backups","Rezervne kopije"
"Bestsellers","Najprodavaniji"
"Billing Address","Adresa za fakturisanje"
"Block Information","Blok informacija"
"Browse Files...","Pregled datoteka..."
"Cache Control","Kontrola keša"
"Cache Management","Upravljanje kešom"
"Cache Type","Tip keširanja"
"Cancel","Odustani"
"Cannot add new comment.","Nije moguće dodati novi komentar."
"Card Verification Number","Verifikacioni broj kartice"
"Catalog","Katalog"
"Catalog Rewrites","Katalog ponovo napisati"
"Categories","Kategorije"
"Category","Kategorija"
"Checkbox","Polje za potvrdu"
"Clear","Očisti"
"Close","Zatvori"
"Code","Kod"
"Complete","Završeno"
"Configuration","Konfiguracija"
"Confirm New Password","Potvrdite novu lozinku"
"Continue","Nastavi"
"Convert to Plain Text","Prebaci u običan tekst"
"Country","Država"
"Create","Kreiraj"
"Create DB Backup","Kreiraj rezervne kopije DB"
"Create New Attribute","Napraviti novi atribut"
"Created At","Kreirano"
"Credit Card Number","Broj kreditne kartice"
"Credit Card Type","Vrsta kreditne kartice"
"Currency","Valuta"
"Current Month","Tekući mesec"
"Custom","Izborno"
"Customer","Kupac"
"Customer Groups","Grupe kupaca"
"Customers","Kupci"
"Dashboard","Kontrolna tabla"
"Database","Baza podataka"
"Date","Datum"
"Date Added","Datum Dodavanja"
"Date selector","Izbor datuma"
"Day","Dan"
"Default Config","Podrazumevana konfiguracija"
"Default Values","Podrazumevane vrednosti"
"Delete","Obrisati"
"Delete File","Izbriši datoteku"
"Delete Image","Izbriši sliku"
"Delete Store","Brisanje prodavnice"
"Delete Store View","Brisanje prikaza prodavnice"
"Delete Template","Obriši šablon"
"Description","Opis"
"Design","Dizajn"
"Details","Detalji"
"Disable","Onemogući"
"Disabled","Onemogućeno"
"Download","Preuzimanje"
"Drop-down","Padajuće"
"Edit","Izmeni"
"Edit Design Change","Uredi promene dizajna"
"Edit Email Template","Izmeni šablon e-pošte"
"Edit Order","Izmeni porudžbinu"
"Edit Queue","Izmeni red za čekanje"
"Edit Store View","Uredi prikaz prodavnice"
"Edit Template","Izmeni šablon"
"Email","E-pošta"
"Email Address:","E-mail adresa:"
"Email:","E-mail:"
"Enable","Omogući"
"Enabled","Omogućeno"
"Error","Greška"
"Excl. Tax","Bez poreza"
"Exclude media folder from backup","Izuzmi fascikle medija iz rezervne kopije"
"Expiration Date","Datum isteka"
"Export","Izvezi"
"Export to:","Izvezi u:"
"FTP Host","FTP Domaćin"
"FTP Login","FTP prijava"
"FTP Password","FTP lozinka"
"FTP credentials","Akreditivi za FTP"
"Failed","Nije uspelo"
"File","Datoteka"
"First Name","Ime"
"First Name:","Ime:"
"Fixed","Fiksno"
"Flush Catalog Images Cache","Obriši keš kataloga slika"
"Flush JavaScript/CSS Cache","Očisti keš JavaScript/CSS"
"From","Od"
"General Information","Opšte informacije"
"Global Search","Globalna pretraga"
"Go Today","Idem danas"
"Grand Total","Ukupna vrednost"
"Grid (default) / List","Mreža (podrazumevana) / lista"
"Grid Only","Samo koordinatnu mrežu"
"Guest","Gost"
"Home","Početna"
"Images (.gif, .jpg, .png)","Slike (.gif, .jpg, .png)"
"Images Cache","Keširane slike"
"Import","Uvesti"
"Inactive","Neaktivan"
"Incl. Tax","Iznos sa PDV"
"Incoming Message","Dolazeća poruka"
"Insert Variable...","Ubaci promenljivu..."
"Invalid Form Key. Please refresh the page.","Nevažeća šifra za formu. Molim osvežite stranicu."
"Invalid data","Neispravni podaci"
"Invalidated","Poništeni"
"Inventory Stock Status","Berzanski Status zaliha"
"Is Default","Je podrazumevano"
"Items","Stavke"
"JavaScript/CSS Cache","JavaScript/CSS keš"
"Last 24 Hours","Poslednja 24 sata"
"Last 7 Days","Poslednjih 7 dana"
"Last Name","Prezime"
"Last Name:","Prezime:"
"Lifetime Sales","Totalna rasprodaja"
"List (default) / Grid","Lista (podrazumevana) / Mreža"
"List Only","Samo lista"
"Load Template","Učitaj šablon"
"Loading...","Učitavanje..."
"Locale","Lokalno"
"Login","Prijava"
"Magento root directory","Magento korenski direktorijum"
"Manage Attribute Sets","Upravljanje skupom atributa"
"Manage Categories","Upravljanje kategorijama"
"Manage Customers","Upravljanje Kupcima"
"Manage Stores","Upravljanje prodavnicama"
"Manage Titles (Size, Color, etc.)","Upravljanje naslovima (Veličina, boja, itd.)"
"Manual","Ručno"
"Media (.avi, .flv, .swf)","Mediji (.avi, .flv, .swf)"
"Messages Inbox","Sanduče"
"Month","Mesec"
"Most Viewed Products","Najčešće pregledani proizvodi"
"Multiple Select","Izbor više stavki"
"My Account","Moj nalog"
"N/A","N/A - nije dostupno"
"Name","Ime"
"New ","Novo "
"New Attribute","Novi atribut"
"New Category","Nova Kategorija"
"New Condition","Novi Uslov"
"New Customer","Novi kupac"
"New Customers","Novi kupac"
"New Email Template","Novi šablon e-pošte"
"New Password","Nova lozinka"
"New Set","Novi komplet"
"New Store View","Novi prikaz prodavnice"
"New Template","Novi šablon"
"Newsletter","Bilten"
"Newsletter Queue","Red za čekanje pisma novosti"
"Newsletter Subscribers","Novinski pretplatnici"
"Newsletter Templates","Šablon pisma novosti"
"No","Ne"
"No Data Found","Nisu pronađeni podaci"
"No Templates Found","Šabloni nisu pronađeni"
"No change","Bez promene"
"No records found.","Zapisi nisu pronađeni."
"No search modules were registered","Nema registrovanih modula za pretragu"
"None","Ništa"
"Notifications","Obaveštenja"
"Order","Porudžbina"
"Order ID","ID porudžbine"
"Orders","Porudžbine"
"Out of stock","Nema na lageru"
"Parent Product Thumbnail","Male sličice nadređenih proizvoda"
"Password","Lozinka"
"Password Confirmation","Ponoviti lozinku"
"Password:","Lozinka:"
"Per Order","Po porudžbini"
"Percent","Procenat"
"Please Select","Molim odaberite"
"Please enter a number greater than 0 in this field.","U ovo polje unesite broj veći od 0."
"Please enter a valid $ amount. For example $100.00.","Molimo unesite ispravan iznos u $. Na primer $100.00."
"Please enter a valid credit card number.","Molimo unesite važeći broj kreditne kartice."
"Please enter a valid date.","Unesite ispravan datum."
"Please enter a valid number in this field.","Molimo unesite važeći broj u ovo polje."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Unesite ispravan broj telefona. Na primer (123) 456-7890 or 123-456-7890."
"Please enter a valid zip code.","Unesite ispravan poštanski broj."
"Please make sure that all global admin search modules are installed and activated.","Uverite se da su svi admin globalni moduli za pretragu instalirani i aktivirani."
"Please make sure your passwords match.","Proverite da li se vaše lozinke podudaraju."
"Please select State/Province.","Izaberite državu/pokrajinu."
"Please select an option.","Izaberite neku opciju."
"Please select customer(s).","Molimo odaberite kupca(e)."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Molimo koristite samo slova (a-z ili A-Z), brojeve (0-9) ili razmake u ovom polju."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Molimo da koristite ovaj format datuma: dd/mm/yyyy. Na primer 17/03/2006 za 17. mart, 2006."
"Please wait...","Molimo sačekajte..."
"Position","Pozicija"
"Preview","Pregled"
"Preview Template","Pregled šablona"
"Price","Cena"
"Product","Proizvod"
"Product Name","Naziv proizvoda"
"Product Thumbnail Itself","Male sličice samih proizvoda"
"Products","Proizvodi"
"Quantity","Količina"
"Radio Buttons","Radio dugmići"
"Rebuild","Napravi ponovo"
"Rebuild Catalog Index","Ponovno pravljenje indeksa kataloga"
"Rebuild Flat Catalog Category","Rekonstruiši katalog kategorija"
"Rebuild Flat Catalog Product","Rekonstruiši katalog proizvoda"
"Recent Orders","Nedavne porudžbine"
"Refresh","Osveži"
"Region/State","Region/država"
"Reload captcha","Osveži captcha kod"
"Remove","Ukloni"
"Required","Obavezno"
"Reset","Resetovati"
"Reset Filter","Poništavanje filtera"
"Reset Password","Resetovanje Lozinke"
"Resource Access","Pristup resursu"
"Resources","Resursi"
"Results","Rezultati"
"Return Html Version","Vrati verziju Html-a"
"Revenue","Prihod"
"Root Category","Root kategorija"
"SKU","Šifra"
"Sales","Prodaja"
"Save","Sačuvaj"
"Save Account","Sačuvaj nalog"
"Save Cache Settings","Sačuvaj postavke keširanja"
"Save Template","Snimi šablon"
"Save and Continue Edit","Sačuvaj i nastavi uređivanje"
"Search","Pretraga"
"Search Index","Indeks za pretragu"
"Search Term","Pojmovi za pretragu"
