"%s - Discounts and Coupons","%s -折扣和優惠券"
"%s has reached a quantity of %s.","%s的數量為%s。 "
"%s's Wishlist","%s's Wishlist "
"Cannot retrieve the wishlist","無法讀取收藏"
"Catalog","目錄"
"Click for price","點擊看價格"
"Comment: %s<br/>","評論：%s<br/> "
"Coupons/Discounts","優惠券/折扣"
"Current Status: %s<br/>","當前狀態：%s<br/> "
"Customer Name: %s","客戶名稱：%s "
"Customer Order Status Notification","客戶訂單狀態通知"
"Details for %s #%s","%s編號%s的詳情"
"Discount","折扣"
"Discount (%s)","優惠(%s) "
"Enable RSS","啟用RSS "
"Error in processing xml. %s","處理xml. %s出錯"
"From:","從："
"Get Feed","獲取Feed "
"Gift Message","禮物信息"
"Grand Total","總計"
"Low Stock Products","低庫存商品"
"Message:","訊息： "
"New Orders","新訂單"
"New Products","新商品"
"New Products from %s","來自%s的新商品"
"Notified Date: %s<br/>","通知日期：%s<br/> "
"Order","訂單"
"Order # %s Notification(s)","訂單%s通知"
"Order #%s created at %s","訂單號%s訂購日期%s "
"Product: ""%s"" review By: %s","商品：""%s""評論人：%s "
"Product: <a href=""%s"">%s</a> <br/>","商品：<a href=""%s"">%s</a> <br/> "
"Products tagged with %s","商品標記為%s "
"Purchased From: %s","購自：%s "
"RSS Feeds","RSS Feeds "
"Review: %s <br/>","評論：%s <br/> "
"Rss Config","RSS設置"
"Shipping &amp; Handling","配送及包裝"
"Special Products","特殊商品"
"Store: %s <br/>","商店：%s <br/> "
"Subtotal","小計"
"Summary of review: %s <br/>","評論：%s <br/> "
"Tags Products","標記商品"
"Tax","稅金"
"To:","至： "
"Top Level Category","頂級分類"
"Total: %s<br/>","總計: %s<br/>"
"Wishlist","願望清單"
"click <a href=""%s"">here</a> to view the review","點<a href=""%s"">這裡</a>查看評論"
