"""%s"" coupon code is not valid.","""%s"" კუპონის კოდი არასწორია."
"* Required Fields","* აუცილებელი ველები"
"About This Order:","ამ შეკვეთის შესახებ:"
"About Your Order","თქვენი შეკვეთის შესახებ"
"Add New Address","ახალი მისამართის დამატება"
"Add to Cart","კალათაში ჩადება"
"Address","მისამართი"
"Back to My Orders","ჩემ შეკვეთებზე დაბრუნება"
"Canceled","გაუქმდა"
"City","ქალაქი"
"Company","კომპანია"
"Email Address","ელექტრონული ფოსტა"
"Gift Message for this Order","ამ შეკვეთის სასაჩუქრე შეტყობინება"
"Items Ordered","შეკვეთილი პროდუქტები"
"Move to Shopping Cart","კალათაში გადატანა"
"Move to Wishlist","სურვილებში გადატანა"
"My Orders","ჩემი შეკვეთები"
"My Orders - Details","ჩემი შეკვეთები - დეტალები"
"On Hold","გაჩერებულია"
"Order #","შეკვეთის #"
"Order # ","შეკვეთის #"
"Order # %s","შეკვეთა # %s"
"Order #%s - %s","შეკვეთა #%s - %s"
"Order Date","შეკვეთის თარიღი"
"Order Date (%s)","შეკვეთის თარიღი (%s)"
"Order Date: ","შეკვეთის თარიღი:"
"Order Date: %s","შეკვეთის თარიღი: %s"
"Order Details","შეკვეთის დეტალები"
"Order Information","შეკვეთის დეტალები"
"Order Total","ღირებულება"
"Original Price","თავდაპირველი ფასი"
"Payment Information","ანგარიშსწორების ინფორმაცია"
"Payment Method","გადახდის მეთოდი"
"Pending","მოლოდინში"
"Pending Payment","გადახდის მოლოდინში"
"Print Order","შეკვეთის დაბეჭდვა"
"Print Order # %s","# %s შეკვეთის დაბეჭდვა"
"Processing","მუშავდება"
"Product Name","პროდუქტის დასახელება"
"Qty Ordered","შეკვეთილი რაოდენობა"
"Qty Shipped","მიწოდებული რაოდენობა"
"Qty to Ship","მისაწოდებელი რაოდენობა"
"Recently Compared Products","ბოლოს შედარებული პროდუქტები"
"Recently Viewed Products","ბოლოს ნანახი"
"Reorder","შეკვეთის გამეორება"
"Save in address book","მისამართების წიგნში შენახვა"
"Ship to Name","ადრესატის სახელი"
"Shipping &amp; Handling","მიწოდება"
"Shipping &amp; Handling Information","გაგზავნა/მიწოდების ინფორმაცია"
"Shipping Address","მიმღების მისამართი"
"Shipping Information","მიმღების ინფორმაცია"
"Shipping Method","მიწოდების მეთოდი"
"Shopping Cart","სავაჭრო კალათა"
"State/Province","რეგიონი/შტატი"
"Subscribe to Newsletter","სიახლეების გამოწერა"
"Subscribe to Order Status","შეკვეთის სტატუსის გამოწერა"
"Telephone","ტელეფონი"
"View All","ყველას ნახვა"
"View Order","ნახვა"
"Wishlist","სურვილები"
"You have placed no orders.","შეკვეთები არ გაქვთ."
"ZIP/Post Code","საფოსტო ინდექსი"
