"<strong>Attention</strong>: Captcha is case sensitive.","<strong>Chú ý</strong>: Captcha là trường hợp nhạy cảm."
"After number of attempts to login","Sau khi số lần thử đăng nhập"
"Always","Luôn chọn"
"CAPTCHA Timeout (minutes)","Thời gian chờ CAPTCHA (phút)"
"Case Sensitive","Trường hợp nhạy cảm"
"Displaying Mode","Chế độ Hiển thị"
"Enable CAPTCHA in Admin","Cho phép CAPTCHA trong Admin"
"Font","Phông chữ"
"Forms","Mẫu đơn"
"If 0 is specified, CAPTCHA on the Login form will be always available.","Nếu 0 được chỉ định, CAPTCHA trên đăng nhập sẽ luôn luôn có sẵn."
"Incorrect CAPTCHA.","CAPTCHA Không chính xác."
"Number of Symbols","Số các biểu tượng"
"Number of Unsuccessful Attempts to Login","Số lượng các nỗ lực không thành công để đăng nhập"
"Please specify 8 symbols at the most. Range allowed (e.g. 3-5)","Vui lòng xác định 8 biểu tượng trong phần lớn. Phạm vi cho phép (ví dụ: 3-5)"
"Reload captcha","Tải lại captcha"
"Symbols Used in CAPTCHA","Biểu tượng được sử dụng trong CAPTCHA"
