"""Remember Me"" Default Value","Giá trị mặc định ""Ghi nhớ tôi"""
"* Required Fields","* Bắt buộc"
"Address","Địa chỉ"
"Address Information","Thông tin địa chỉ"
"Back","Trở lại"
"City","Thành phố"
"Close","Đóng lại"
"Company","Công ty"
"Confirm Password","Xác nhận mật khẩu"
"Continue","Tiếp tục"
"Country","Quốc gia"
"Create an Account","Tạo tài khoản"
"Email Address","Địa chỉ email"
"Enable ""Remember Me""","Cho phép ""Ghi nhớ tôi"""
"Enable Persistence","Cho phép giữ nguyên"
"Fax","Số Fax"
"Forgot Your Password?","Bạn quên mật khẩu?"
"Forgot your password?","Bạn quên mật khẩu?"
"General Options","Tùy chọn chung"
"Login","Đăng nhập"
"New Customers","Khách hàng mới"
"Password","Mật khẩu"
"Persist Shopping Cart","Giữ nguyên giỏ mua hàng"
"Persistence Lifetime (seconds)","Giữ suốt đời (giây)"
"Persistent Shopping Cart","Giữ nguyên giỏ hàng"
"Personal Information","Thông tin cá nhân"
"Please select region, state or province","Vui lòng chọn khu vực"
"Registered Customers","Khách hàng đã đăng ký"
"Remember Me","Ghi nhớ tôi"
"Save in address book","Lưu vào sổ địa chỉ"
"Sign Up for Newsletter","Đăng ký nhận bản tin"
"State/Province","Bang/tỉnh"
"Street Address","Địa chỉ đường"
"Submit","Gửi"
"VAT Number","Số VAT"
"What's this?","Đây là gì?"
"Zip/Postal Code","Mã bưu chính"
